timestamp_iso,phase,elapsed_s,warmup_seconds,target_rps,write_offered,write_attempts,write_success,write_dropped_backpressure,read_attempts,read_success,in_flight_writes,in_flight_reads,effective_write_rps,effective_read_rps,window_seconds,write_attempts_window,write_success_window,read_attempts_window,read_success_window,effective_write_rps_window,effective_read_rps_window,p95_write_ms,p95_read_ms,p95_write_ms_window,p95_read_ms_window,write_offered_steady,write_attempts_steady,write_success_steady,write_dropped_backpressure_steady,read_attempts_steady,read_success_steady,effective_write_rps_steady,effective_read_rps_steady,p95_write_ms_steady,p95_read_ms_steady,top_write_failures,routing_worker_service_running,routing_worker_service_desired,routing_worker_service_pending,dijkfood_api_service_running,dijkfood_api_service_desired,dijkfood_api_service_pending,dijkfood_location_service_running,dijkfood_location_service_desired,dijkfood_location_service_pending
2026-04-21T12:17:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],2,2,0,2,2,0,1,1,0
2026-04-21T12:17:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],2,2,0,2,2,0,1,1,0
2026-04-21T12:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],2,2,0,2,2,0,1,1,0
2026-04-21T12:17:38,warmup,10.001233584000147,120,10,50,50,48,0,10,10,2,0,4.799407952713936,0.9998766568154032,30,50,48,10,10,4.799407952713936,0.9998766568154032,270.92230819871475,266.0188708003261,270.92230819871475,266.0188708003261,0,0,0,0,0,0,,,,,[],2,2,0,2,2,0,1,1,0
2026-04-21T12:17:49,warmup,20.047775734001334,120,10,151,151,146,0,30,30,5,0,7.282603413823199,1.496425359004767,30,151,146,30,30,7.282603413823199,1.496425359004767,212.45531924887473,301.06548029834795,212.45531924887473,301.06548029834795,0,0,0,0,0,0,,,,,[],2,2,0,2,2,0,1,1,0
2026-04-21T12:18:00,warmup,30.094742994002445,120,10,251,251,247,0,50,50,4,0,8.207413502392242,1.6614197373263648,30,250,247,50,50,8.233333333333333,1.6666666666666667,184.80700919972148,266.0188708003261,184.80700919972148,266.0188708003261,0,0,0,0,0,0,,,,,[],2,2,0,2,2,0,1,1,0
2026-04-21T12:18:11,warmup,40.100981141000375,120,10,351,351,340,0,70,69,11,1,8.478595543697917,1.7206561544563421,30,299,292,60,59,9.733333333333333,1.9666666666666666,185.73150624997666,266.216742600227,176.48239069967522,265.8621531012612,0,0,0,0,0,0,,,,,[],2,2,0,2,2,0,1,1,0
2026-04-21T12:18:21,warmup,50.10114815600173,120,10,451,451,447,0,90,90,4,0,8.921951221719715,1.7963660177959155,30,299,300,60,60,10.0,2.0,318.01482589908096,281.5083272982519,390.58761805245024,232.68371725080198,0,0,0,0,0,0,,,,,[],2,2,0,2,2,0,1,1,0
2026-04-21T12:18:32,warmup,70.15297105500213,120,10,652,652,646,0,130,130,5,0,9.208448199485604,1.8530932909181554,30,300,306,60,61,10.2,2.033333333333333,264.28548299918475,263.4081079515454,318.93948774904857,196.10910700066597,0,0,0,0,0,0,,,,,"[[""timeout_fast"", 1]]",2,2,0,2,2,0,1,1,0
2026-04-21T12:18:43,warmup,80.19995573600318,120,10,752,752,747,0,150,150,4,0,9.314219604545972,1.87032522179638,30,300,299,60,60,9.966666666666667,2.0,244.69707369971567,247.86825370138047,161.6921217977506,155.35774400141236,0,0,0,0,0,0,,,,,"[[""timeout_fast"", 1]]",2,2,0,2,2,0,1,1,0
2026-04-21T12:18:54,warmup,90.20100563600136,120,10,852,852,846,0,170,170,5,0,9.379052861272552,1.8846796529743897,30,299,299,60,60,9.966666666666667,2.0,207.69916150038625,218.67012530074092,159.0418299008888,175.34876410081776,0,0,0,0,0,0,,,,,"[[""timeout_fast"", 1]]",2,2,0,2,2,0,1,1,0
2026-04-21T12:19:05,warmup,100.20109828800196,120,10,952,952,942,0,190,190,9,0,9.401094559786824,1.8961868008062595,30,299,295,60,60,9.833333333333334,2.0,198.09033669935144,212.86927200035254,162.94189839936735,187.6645184991503,0,0,0,0,0,0,,,,,"[[""timeout_fast"", 1]]",2,2,0,2,2,0,1,1,0
2026-04-21T12:19:16,warmup,110.25138403100209,120,10,1053,1053,1047,0,210,210,5,0,9.496479424744358,1.9047379935017337,30,300,300,60,60,10.0,2.0,222.2294967989,224.7775253006692,195.99237199854548,215.52750225073393,0,0,0,0,0,0,,,,,"[[""timeout_fast"", 1]]",2,2,0,2,2,0,1,1,0
2026-04-21T12:19:27,steady_state,120.29795765200106,120,10,1153,1153,1148,0,230,230,4,0,9.542971654771929,1.9119194081860136,30,300,301,60,60,10.033333333333333,2.0,212.6054438014758,217.34285475049538,213.6957610018726,215.52750225073393,2,2,0,0,0,0,0.0,0.0,,,"[[""timeout_fast"", 1]]",2,2,0,2,14,12,1,1,0
2026-04-21T12:19:38,steady_state,130.30079004500294,120,10,1253,1253,1248,0,250,250,4,0,9.577839087306907,1.9186376376816723,30,299,304,60,60,10.133333333333333,2.0,197.36581089909998,217.34285475049538,189.50323954995835,217.5144329508838,102,102,98,0,20,20,9.513833363445864,1.9415986456011967,161.03761855247285,165.45469704851737,"[[""timeout_fast"", 1]]",2,2,0,2,14,12,1,1,0
2026-04-21T12:19:48,steady_state,140.32511436200002,120,10,1354,1354,1348,0,270,270,5,0,9.606263327336634,1.9241031887098599,30,300,300,60,60,10.0,2.0,192.7646181495217,210.87238425061497,164.95124325028885,179.2356380014098,203,203,198,0,40,40,9.741642603998441,1.9680086068683718,164.99749175036413,189.7171224005433,"[[""timeout_fast"", 1]]",2,2,0,2,14,12,1,1,0
2026-04-21T12:19:59,steady_state,150.3509439670015,120,10,1454,1454,1448,0,290,290,5,0,9.630800856945745,1.9288206136148247,30,300,300,60,60,10.0,2.0,189.26403095028928,210.09320694956853,162.8380425525393,189.7171224005433,303,303,298,0,60,60,9.818475508504607,1.9768742634573033,162.87942965245747,189.7171224005433,"[[""timeout_fast"", 1]]",2,2,0,13,14,1,1,1,0
