timestamp_iso,phase,elapsed_s,warmup_seconds,target_rps,write_offered,write_attempts,write_success,write_dropped_backpressure,read_attempts,read_success,in_flight_writes,in_flight_reads,effective_write_rps,effective_read_rps,window_seconds,write_attempts_window,write_success_window,read_attempts_window,read_success_window,effective_write_rps_window,effective_read_rps_window,p95_write_ms,p95_read_ms,p95_write_ms_window,p95_read_ms_window,write_offered_steady,write_attempts_steady,write_success_steady,write_dropped_backpressure_steady,read_attempts_steady,read_success_steady,effective_write_rps_steady,effective_read_rps_steady,p95_write_ms_steady,p95_read_ms_steady,top_write_failures,routing_worker_service_running,routing_worker_service_desired,routing_worker_service_pending,dijkfood_api_service_running,dijkfood_api_service_desired,dijkfood_api_service_pending,dijkfood_location_service_running,dijkfood_location_service_desired,dijkfood_location_service_pending
2026-04-21T12:04:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],2,2,0,2,2,0,1,1,0
2026-04-21T12:04:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],2,2,0,2,2,0,1,1,0
2026-04-21T12:04:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],2,2,0,2,2,0,1,1,0
2026-04-21T12:04:37,warmup,10.00120524399972,120,50,50,50,48,0,10,10,2,0,4.799421552597161,0.9998794901244084,30,50,48,10,10,4.799421552597161,0.9998794901244084,263.4250801997041,215.6140854998738,263.4250801997041,215.6140854998738,0,0,0,0,0,0,,,,,[],2,2,0,2,2,0,1,1,0
2026-04-21T12:04:48,warmup,20.039738756000588,120,50,151,151,147,0,30,29,4,1,7.335424966854078,1.4471246533249542,30,151,147,30,29,7.335424966854078,1.4471246533249542,241.28242390179307,263.96402140017017,241.28242390179307,263.96402140017017,0,0,0,0,0,0,,,,,[],2,2,0,2,2,0,1,1,0
2026-04-21T12:04:59,warmup,30.063919405001798,120,50,301,301,295,0,60,59,6,1,9.812426517845182,1.9624853035690364,30,300,295,60,59,9.833333333333334,1.9666666666666666,198.2769396978257,263.21256940173043,198.2769396978257,263.21256940173043,0,0,0,0,0,0,,,,,[],2,2,0,2,2,0,1,1,0
2026-04-21T12:05:10,warmup,50.086168294001254,120,50,752,752,736,0,150,149,12,1,14.694675697285264,2.974873205021066,30,601,589,120,119,19.633333333333333,3.966666666666667,548.3643707511874,474.34406619940995,615.0289620025433,542.9995518003125,0,0,0,0,0,0,,,,,"[[""timeout_fast"", 4]]",2,2,0,2,2,0,1,1,0
2026-04-21T12:05:20,warmup,60.0906622850016,120,50,1052,1052,1008,0,210,208,40,2,16.77465286069235,3.4614363045873104,30,750,713,150,149,23.766666666666666,4.966666666666667,674.9801848985953,776.5555327494436,715.2750435991037,840.5088608007643,0,0,0,0,0,0,,,,,"[[""timeout_fast"", 4]]",2,2,2,2,2,0,1,1,0
2026-04-21T12:05:31,warmup,70.1012576710018,120,50,1403,1403,1329,0,280,277,54,3,18.958290395262853,3.9514269672594513,30,901,836,180,179,27.866666666666667,5.966666666666667,874.5575244007341,949.9101599976708,959.914105250391,1101.436261899289,0,0,0,0,0,0,,,,,"[[""timeout_fast"", 20]]",2,2,2,2,2,0,1,1,0
2026-04-21T12:05:42,warmup,80.10619223800313,120,50,1804,1804,1580,0,360,352,93,8,19.723818544584788,4.394167169426484,30,1051,844,210,203,28.133333333333333,6.766666666666667,945.0275289484122,1225.3871249511574,1026.7509323517513,1295.5348384981332,0,0,0,0,0,0,,,,,"[[""timeout_fast"", 131]]",2,2,2,2,2,0,1,1,0
2026-04-21T12:05:53,warmup,90.11460164200253,120,50,2255,2255,1746,0,451,439,95,11,19.375328395017696,4.871574550637325,30,1202,738,241,231,24.6,7.7,989.8479475004933,1483.3664849997149,1111.202534000767,1629.6545270015486,0,0,0,0,0,0,,,,,"[[""timeout_fast"", 414]]",2,2,2,2,2,0,1,1,0
2026-04-21T12:06:04,warmup,100.12553652400311,120,50,2755,2755,2039,0,551,528,103,14,20.364435195922173,5.273379982073029,30,1351,710,271,251,23.666666666666668,8.366666666666667,1057.8360553990929,1586.8652787021342,1237.3851650501817,1753.2890410002437,0,0,0,0,0,0,,,,,"[[""timeout_fast"", 613]]",4,2,0,2,2,0,1,1,0
2026-04-21T12:06:15,warmup,110.12606737000169,120,50,3255,3255,2334,0,651,619,56,7,21.193892197732115,5.620830878490223,30,1450,754,290,267,25.133333333333333,8.9,1073.560562399507,1652.8918990006791,1269.2116462516426,1868.9646662005543,0,0,0,0,0,0,,,,,"[[""timeout_fast"", 865]]",4,2,0,2,2,0,1,1,0
2026-04-21T12:06:26,steady_state,120.12745628000266,120,50,3756,3756,2708,0,751,703,68,13,22.542723236293103,5.852117590514791,30,1500,962,300,264,32.06666666666667,8.8,1047.3297699485558,1589.6957408978778,1190.8262748498594,1709.793893499227,7,7,0,0,2,0,0.0,0.0,,,"[[""timeout_fast"", 980]]",3,2,0,2,14,0,1,1,0
2026-04-21T12:06:37,steady_state,130.13004848700075,120,50,4256,4256,3057,0,851,789,51,11,23.491883969484395,6.063165342467514,30,1500,1018,300,261,33.93333333333333,8.7,1026.5413002009154,1520.696600599329,822.9756696993718,1095.7609379984206,507,507,326,0,102,84,32.1814846610394,8.292161691801564,705.933802249092,850.2892244998288,"[[""timeout_fast"", 1148]]",3,2,0,2,14,12,1,1,0
2026-04-21T12:06:48,steady_state,140.14601228600077,120,50,4756,4756,3477,0,951,889,63,3,24.80983899066901,6.3433841998000435,30,1499,1143,300,270,38.1,9.0,993.2454222005614,1488.190370999655,568.5179409996628,629.7089251498619,1007,1007,746,0,202,184,37.02966072935371,9.133321145041666,590.630711749327,654.424848849703,"[[""timeout_fast"", 1216]]",2,2,0,2,14,12,1,1,0
2026-04-21T12:06:58,steady_state,150.1615193610014,120,50,5257,5257,3875,0,1051,980,50,8,25.805546031298213,6.526305835012193,30,1500,1167,300,277,38.9,9.233333333333333,971.1948519998258,1475.381158449636,540.7200161997025,622.1629930012567,1508,1508,1144,0,302,275,37.929123739011054,9.117577821877656,540.8018255997375,622.9218310010766,"[[""timeout_fast"", 1332]]",2,2,0,2,14,12,1,1,0
2026-04-21T12:07:09,steady_state,170.18586111200057,120,50,6258,6258,4691,0,1251,1169,22,1,27.563981927457643,6.86896074892304,30,1499,1213,300,280,40.43333333333333,9.333333333333334,942.3103904991876,1391.3270526012632,468.9839923987165,484.1080753518328,2509,2509,1960,0,502,464,39.05482453764891,9.245631931361784,532.4478929522228,549.1085857987849,"[[""timeout_fast"", 1545]]",2,2,0,14,14,1,1,1,0
2026-04-21T12:07:20,steady_state,180.2054255130024,120,50,6759,6759,5190,0,1351,1269,24,1,28.800464720888908,7.041963339269369,30,1499,1315,299,289,43.833333333333336,9.633333333333333,917.0777618995999,1358.5185725998585,431.8915075993572,464.8406298008917,3010,3010,2459,0,602,564,40.84349506788115,9.367926481612432,494.2932870970253,512.9322793007304,"[[""timeout_fast"", 1545]]",2,2,0,14,14,2,1,1,0
2026-04-21T12:07:31,steady_state,190.20550001100128,120,50,7259,7259,5691,0,1451,1369,22,1,29.92027044260465,7.19747851624069,30,1499,1440,299,298,48.0,9.933333333333334,894.2662704994291,1306.2091409999994,356.8636204998255,381.87935934856796,3510,3510,2960,0,702,664,42.1619388728257,9.45794844985009,471.8650193972275,500.8104543505397,"[[""timeout_fast"", 1546]]",2,2,0,14,14,2,1,1,0
2026-04-21T12:07:42,steady_state,200.20576825600074,120,50,7759,7759,6191,0,1551,1469,22,1,30.923184950813415,7.337450927595688,30,1499,1500,299,300,50.0,10.0,862.245382000765,1294.1803909983716,186.36974204837313,197.64918544933607,4010,4010,3460,0,802,764,43.139041932200854,9.525499432428166,453.25479105085833,495.7353336500092,"[[""timeout_fast"", 1546]]",2,2,1,14,14,2,1,1,0
2026-04-21T12:07:53,steady_state,210.2251778480022,120,50,8260,8260,6692,0,1652,1569,22,2,31.832533422036036,7.463425723128294,30,1499,1501,300,300,50.03333333333333,10.0,837.1349723009187,1254.6147275992553,187.10625899984734,197.64918544933607,4511,4511,3961,0,903,864,43.901271180344985,9.576040974455458,435.8692800014978,489.04337034837187,"[[""timeout_fast"", 1546]]",2,2,1,15,14,0,1,1,0
2026-04-21T12:08:04,steady_state,220.22536647700326,120,50,8760,8760,7192,0,1752,1669,22,2,32.65745502006471,7.578600170813125,30,1499,1500,300,300,50.0,10.0,818.3381074513818,1224.2759272019607,176.96786635187888,194.63367459975416,5011,5011,4461,0,1003,964,44.509690079542665,9.618323523129147,426.17953499939176,478.0701303516252,"[[""timeout_fast"", 1546]]",2,2,1,15,14,0,1,10,9
2026-04-21T12:08:15,steady_state,230.22549052700197,120,50,9260,9260,7683,0,1852,1768,23,2,33.371630493274594,7.679427660042885,30,1499,1491,300,299,49.7,9.966666666666667,830.6824065999535,1212.9615412495693,323.7484034980298,271.9523240000851,5511,5511,4952,0,1103,1063,44.92608720835683,9.643867266252688,442.64328990047903,477.77286669952446,"[[""timeout_fast"", 1554]]",3,2,0,14,14,0,1,10,9
